,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,2e_EMPTY WEL_1,2e_E548_1,2e_E549_1,2e_E550_1,2e_CONTROL_1,2e_E551_1,2e_E552_1,2e_E553_1,2e_EMPTY WEL_2,2e_E548_2,2e_E549_2,2e_E550_2,2e_CONTROL_2,2e_E551_2,2e_E552_2,2e_E553_2,3e_EMPTY WELL_1,3e_E528_1,3e_E530_1,3e_E531_1,3e_CONTROL_1,3e_E533_1,3e_E534_1,3e_E535_1,3e_EMPTY WELL_2,3e_E528_2,3e_E530_2,3e_E531_2,3e_CONTROL_2,3e_E533_2,3e_E534_2,3e_E535_2,4e_EMPTY WELL_1,4e_E579_1,4e_E581_1,4e_E582_1,4e_CONTROL_1,4e_E585_1,4e_E586_1,4e_E587_1,4e_EMPTY WELL_2,4e_E579_2,4e_E581_2,4e_E582_2,4e_CONTROL_2,4e_E585_2,4e_E586_2,4e_E587_2,5e_EMPTY WELL_1,5e_E554_1,5e_E555_1,5e_E558_1,5e_CONTROL_1,5e_E559_1,5e_E560_1,5e_E561_1,5e_EMPTY WELL_2,5e_E554_2,5e_E555_2,5e_E558_2,5e_CONTROL_2,5e_E559_2,5e_E560_2,5e_E561_2,6e_EMPTY WELL_1,6e_E563_1,6e_E570_1,6e_E573_1,6e_CONTROL_1,6e_E576_1,6e_E577_1,6e_E578_1,6e_EMPTY WELL_2,6e_E563_2,6e_E570_2,6e_E573_2,6e_CONTROL_2,6e_E576_2,6e_E577_2,6e_E578_2,7e_EMPTY WELL_1,7e_E537_1,7e_E538_1,7e_E542_1,7e_CONTROL_1,7e_E543_1,7e_E545_1,7e_E546_1,7e_EMPTY WELL_2,7e_E537_2,7e_E538_2,7e_E542_2,7e_CONTROL_2,7e_E543_2,7e_E545_2,7e_E546_2,8e_CONTROL_1,8e_E482_1,8e_E484_1,8e_E485_1,8e_CONTROL_2,8e_E482_2,8e_E484_2,8e_E485_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2,10e_EMPTY WELL_1,10e_E454_1,10e_E456_1,10e_E461_1,10e_CONTROL_1,10e_E487_1,10e_E489_1,10e_E493_1,10e_EMPTY WELL_2,10e_E454_2,10e_E456_2,10e_E461_2,10e_CONTROL_2,10e_E487_2,10e_E489_2,10e_E493_2,11e_EMPTY WELL_1,11e_E498_1,11e_E503_1,11e_E504_1,11e_CONTROL_1,11e_E506_1,11e_E507_1,11e_E509_1,11e_EMPTY WELL_2,11e_E498_2,11e_E503_2,11e_E504_2,11e_CONTROL_2,11e_E506_2,11e_E507_2,11e_E509_2,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,13e_EMPTY WELL_1,13e_E612_1,13e_E625_1,13e_E639_1,13e_CONTROL_1,13e_E641_1,13e_E650_1,13e_E655_1,13e_EMPTY WELL_2,13e_E612_2,13e_E625_2,13e_E639_2,13e_CONTROL_2,13e_E641_2,13e_E650_2,13e_E655_2,freq
0 days 14:56:00,306.1,2032.8,2193.6,1944.9,2109.9,1804.2,1954.2,2284.3,307.3,2065.1,2001.7,1968.5,2214.7,1936.9,1959.3,2328.3,300.8,1950.7,2139.7,2294.0,2253.1,2180.2,2030.8,2127.5,313.1,2123.8,2219.8,2193.2,2209.3,2077.4,1972.3,2164.1,309.6,1742.6,1916.3,1829.9,2118.9,1752.1,1931.4,1995.4,314.7,1796.0,1956.3,2135.9,2020.9,1840.1,1953.2,1974.9,304.0,1709.2,1547.4,1729.9,1987.2,1871.0,1907.8,1762.8,305.2,1573.5,1510.0,1622.1,2016.9,2081.0,1951.8,1826.7,301.4,1942.7,1802.5,2000.6,1866.9,1977.1,1925.0,2008.4,306.9,1800.5,1679.2,2159.3,1826.3,2107.7,2036.1,1857.9,306.9,1955.8,2037.6,2189.4,2210.2,2162.3,1973.5,2070.5,306.6,2208.3,2083.6,2257.4,2092.3,2100.0,1964.7,2120.2,308.0,1937.3,1793.1,2130.7,2005.8,1997.6,1912.3,1740.9,312.5,1933.3,1812.3,2092.9,2343.1,2012.4,2030.9,1976.7,2013.7,1608.7,2012.6,1750.5,2036.2,1653.3,1994.9,1619.1,,,,,,,,,,,,,,,,,306.8,2107.8,1872.4,2256.8,2131.6,1821.9,1985.8,2142.3,311.8,1891.9,1922.0,2198.3,2202.1,1805.1,2085.7,2252.1,,,,,,,,,,,,,,,,,315.2,1824.7,1992.9,624.6,1772.0,2144.5,1836.9,1953.7,300.8,1655.2,1759.7,1535.7,1787.4,2081.2,1701.1,1814.9,306.6,1788.1,1971.0,2113.8,2123.1,2129.3,1849.5,1844.2,317.1,1800.4,1951.6,2136.2,2172.6,2196.8,1947.4,1936.1,4000
0 days 14:57:00,306.1,2043.4,2190.0,1949.6,2111.6,1810.8,1940.9,2279.7,306.7,2070.4,2014.4,1966.9,2213.0,1943.2,1958.2,2316.3,300.8,1957.9,2131.7,2302.2,2271.0,2173.5,2036.8,2125.8,313.1,2113.6,2223.4,2192.3,2216.9,2079.0,1960.6,2167.2,309.7,1743.0,1922.2,1806.0,2111.0,1754.8,1936.1,2000.3,314.3,1800.2,1957.7,2132.1,2019.1,1841.6,1960.3,1972.3,304.0,1696.3,1539.8,1728.1,1986.0,1882.3,1920.6,1766.4,304.9,1575.7,1507.0,1620.5,2006.4,2088.2,1962.2,1825.2,301.9,1939.5,1805.9,1995.7,1857.9,1991.4,1929.3,2008.9,307.1,1800.2,1682.7,2150.2,1818.2,2115.4,2040.4,1854.7,306.7,1960.3,2040.0,2176.6,2206.3,2157.3,1978.0,2082.1,306.3,2191.2,2082.6,2265.6,2087.1,2095.5,1963.0,2128.2,307.9,1938.9,1786.5,2123.9,2017.3,1998.6,1910.4,1739.9,312.5,1936.4,1806.9,2093.9,2334.0,2011.5,2033.1,1985.2,2016.0,1608.3,2018.4,1748.2,2035.3,1641.4,1995.7,1613.2,,,,,,,,,,,,,,,,,307.1,2106.2,1870.4,2257.8,2129.4,1818.8,1995.8,2149.8,312.2,1897.8,1921.9,2199.8,2205.9,1804.8,2085.2,2250.1,,,,,,,,,,,,,,,,,315.1,1819.5,1993.0,624.7,1778.7,2141.2,1845.8,1951.7,300.9,1654.3,1758.7,1531.7,1790.4,2081.9,1689.1,1810.3,306.8,1787.1,1964.1,2121.4,2123.4,2138.4,1846.4,1835.9,317.1,1803.0,1952.2,2121.0,2178.9,2195.2,1940.2,1917.4,4000
0 days 14:58:00,306.0,2043.1,2179.3,1945.3,2121.6,1802.5,1940.6,2278.3,307.1,2068.9,2011.1,1971.1,2216.9,1940.6,1962.8,2310.4,300.7,1965.6,2131.6,2297.2,2272.5,2180.4,2051.5,2126.1,313.4,2111.5,2220.3,2182.2,2209.8,2083.5,1952.3,2170.5,309.7,1740.9,1912.5,1804.9,2106.1,1759.7,1946.0,1990.3,314.4,1795.9,1960.9,2137.4,2020.1,1835.8,1958.6,1964.4,304.0,1689.6,1535.5,1719.1,1985.4,1883.5,1920.7,1769.1,305.4,1576.5,1511.1,1628.2,2008.0,2094.5,1965.8,1824.3,301.7,1938.8,1809.2,2000.7,1861.1,1992.2,1927.0,2008.0,307.2,1794.4,1683.4,2148.4,1814.9,2108.0,2040.1,1853.4,306.8,1959.8,2048.7,2168.7,2211.0,2154.6,1975.7,2086.9,306.1,2188.7,2080.6,2272.9,2086.5,2094.9,1968.0,2134.3,307.9,1939.4,1782.7,2121.5,2002.1,2003.1,1908.6,1740.3,312.4,1936.3,1784.5,2098.2,2333.4,2000.5,2031.7,1988.3,2018.1,1603.6,2017.8,1747.5,2035.1,1641.4,1996.4,1617.2,,,,,,,,,,,,,,,,,306.8,2101.4,1868.1,2246.9,2131.3,1818.5,1995.3,2150.6,311.9,1909.6,1925.5,2208.1,2200.8,1796.2,2078.7,2247.2,,,,,,,,,,,,,,,,,315.1,1821.5,2002.8,624.8,1787.0,2145.2,1841.6,1952.9,300.7,1658.7,1769.6,1534.0,1791.4,2082.4,1688.1,1814.9,306.6,1788.1,1967.5,2130.6,2130.5,2146.0,1851.3,1833.9,317.0,1805.0,1961.2,2114.6,2179.6,2198.1,1936.9,1930.8,4000
0 days 14:59:00,305.9,2055.2,2176.1,1939.2,2118.9,1813.9,1929.0,2274.3,306.9,2062.4,2009.1,1970.5,2214.1,1962.1,1961.4,2307.9,300.9,1973.5,2139.2,2304.2,2265.8,2181.6,2062.4,2123.5,312.8,2121.2,2222.9,2182.9,2210.6,2090.8,1961.7,2169.8,309.7,1742.3,1916.5,1812.5,2116.7,1758.2,1949.8,1983.1,314.3,1784.0,1963.1,2126.7,2017.3,1837.5,1957.4,1954.3,304.1,1692.0,1539.6,1717.3,1975.0,1870.1,1920.3,1780.8,305.0,1565.0,1503.5,1633.1,2000.4,2092.8,1955.1,1831.5,301.7,1937.4,1811.0,2000.6,1874.1,1985.1,1919.4,2011.1,306.9,1796.6,1684.4,2146.8,1812.8,2115.4,2029.8,1851.4,306.9,1969.5,2049.7,2174.4,2216.2,2155.1,1973.5,2092.6,306.3,2186.8,2075.7,2272.7,2089.9,2096.0,1967.5,2135.8,307.8,1949.4,1786.5,2111.0,1997.6,2000.4,1907.9,1743.2,312.2,1938.4,1787.0,2103.1,2327.2,2001.9,2026.5,1988.3,2015.7,1603.1,2015.9,1751.0,2037.3,1630.4,1989.6,1623.5,,,,,,,,,,,,,,,,,306.8,2096.0,1868.1,2247.9,2129.9,1813.7,1990.2,2157.5,312.1,1907.8,1930.0,2212.4,2198.7,1798.0,2078.3,2244.1,,,,,,,,,,,,,,,,,315.1,1824.3,2011.3,625.4,1783.4,2145.8,1842.2,1954.9,300.7,1655.1,1761.4,1527.6,1791.8,2087.5,1687.9,1813.3,306.9,1784.2,1965.2,2135.2,2130.5,2148.8,1853.2,1838.0,317.1,1816.2,1962.4,2113.8,2172.3,2201.6,1938.7,1936.7,4000
0 days 15:00:00,305.9,2057.3,2160.6,1942.1,2120.3,1823.8,1919.2,2274.1,307.3,2065.5,2011.8,1972.5,2222.4,1964.9,1965.6,2305.8,300.9,1976.7,2134.7,2311.0,2265.1,2177.0,2055.8,2130.3,313.3,2123.5,2232.5,2182.3,2204.3,2096.7,1952.2,2167.2,309.5,1741.9,1924.2,1810.8,2120.2,1761.4,1946.9,1993.5,314.2,1777.4,1966.1,2116.0,2010.7,1838.0,1963.6,1940.0,303.9,1682.1,1537.7,1704.9,1979.9,1874.1,1906.2,1775.7,305.4,1566.5,1498.3,1633.4,2007.7,2093.2,1953.3,1829.6,301.5,1941.2,1819.1,1999.2,1880.4,1987.3,1917.6,2024.4,307.5,1802.4,1688.9,2138.2,1829.0,2115.4,2027.0,1842.6,306.8,1971.1,2049.9,2171.4,2218.5,2158.0,1970.8,2093.1,306.1,2188.8,2075.4,2258.1,2081.8,2091.6,1967.1,2133.7,307.9,1950.6,1784.8,2126.0,1999.0,2004.4,1909.7,1734.7,312.7,1940.0,1776.9,2103.0,2328.2,1984.1,2027.7,1991.2,2015.4,1604.0,2019.4,1746.9,2047.1,1636.5,1992.7,1621.9,,,,,,,,,,,,,,,,,306.8,2095.4,1869.3,2260.7,2131.2,1816.2,1986.7,2158.1,311.8,1916.4,1930.2,2204.4,2200.3,1796.6,2083.4,2239.3,,,,,,,,,,,,,,,,,315.1,1829.7,2007.7,625.3,1784.4,2148.2,1835.1,1953.0,300.6,1666.0,1762.9,1526.2,1786.3,2086.4,1691.4,1809.0,306.6,1790.5,1966.9,2136.5,2132.5,2141.0,1852.0,1835.9,317.1,1831.0,1973.3,2122.4,2168.3,2202.3,1940.3,1932.4,4000
0 days 15:01:00,306.0,2044.0,2161.2,1942.5,2121.3,1827.8,1918.8,2280.7,306.7,2067.2,2012.2,1970.0,2216.2,1963.8,1983.3,2307.2,300.7,1976.8,2138.7,2317.3,2249.6,2173.6,2045.9,2132.8,313.0,2109.4,2224.1,2184.5,2208.5,2097.3,1949.2,2164.7,309.7,1741.4,1921.1,1819.3,2118.0,1757.4,1950.4,2009.9,314.5,1787.8,1968.4,2117.6,2011.9,1837.7,1951.7,1942.8,304.2,1695.3,1533.8,1703.8,1968.1,1872.4,1911.8,1769.2,304.9,1562.1,1502.1,1636.2,2002.7,2092.9,1946.7,1826.5,301.4,1938.9,1822.8,2003.7,1882.1,1994.4,1904.2,2031.1,306.8,1802.2,1700.3,2137.1,1816.6,2112.9,2029.1,1846.8,306.8,1974.3,2052.4,2182.1,2215.5,2159.3,1978.5,2087.0,306.5,2196.7,2081.0,2249.0,2087.1,2094.7,1972.2,2123.9,307.9,1946.0,1776.2,2118.9,2005.9,2005.6,1908.6,1735.4,312.1,1939.5,1785.8,2097.4,2333.2,1995.0,2022.5,1990.6,2011.9,1614.1,2018.0,1748.6,2038.9,1637.3,1997.1,1630.6,,,,,,,,,,,,,,,,,307.0,2099.3,1871.0,2259.0,2125.9,1826.1,1992.8,2152.9,312.3,1902.2,1937.8,2192.9,2203.5,1800.0,2079.2,2234.4,,,,,,,,,,,,,,,,,315.0,1833.5,2017.7,625.5,1782.7,2155.9,1841.5,1955.6,300.6,1667.3,1761.1,1529.8,1784.8,2098.4,1691.9,1808.7,306.7,1790.5,1972.1,2132.6,2138.3,2135.7,1846.8,1835.3,317.1,1832.4,1974.3,2116.6,2174.6,2210.0,1938.8,1926.6,4000
0 days 15:02:00,305.9,2034.8,2165.7,1944.3,2126.4,1822.4,1929.4,2269.4,307.1,2077.7,2008.0,1969.9,2209.8,1959.6,1991.3,2320.1,300.8,1977.0,2132.4,2321.8,2245.6,2186.1,2051.0,2126.5,312.8,2121.6,2215.9,2188.7,2212.6,2105.3,1955.7,2168.2,309.4,1741.6,1923.8,1819.3,2114.2,1762.0,1937.9,1995.4,314.3,1784.4,1965.2,2114.8,2012.1,1841.2,1953.5,1957.7,304.0,1692.7,1535.4,1702.2,1958.2,1862.7,1910.8,1768.7,305.4,1570.5,1511.0,1640.4,2002.8,2093.8,1962.5,1824.1,301.7,1941.2,1826.1,2005.9,1893.6,1996.7,1899.6,2028.8,307.2,1807.8,1699.0,2138.2,1805.6,2113.7,2027.5,1857.6,306.6,1968.5,2049.8,2188.9,2215.9,2158.7,1983.8,2087.6,306.3,2185.9,2084.6,2254.9,2083.6,2094.9,1974.3,2128.0,307.9,1943.7,1778.7,2122.6,2007.4,2003.5,1913.2,1736.6,312.3,1947.8,1798.9,2091.1,2330.9,2002.5,2013.8,1998.2,2015.8,1616.5,2017.0,1750.7,2040.9,1638.9,2000.6,1635.8,,,,,,,,,,,,,,,,,306.9,2100.8,1867.2,2258.3,2125.5,1833.7,1986.5,2155.1,312.1,1903.6,1934.6,2187.1,2194.7,1802.6,2089.1,2220.8,,,,,,,,,,,,,,,,,315.2,1833.7,2018.0,625.3,1789.0,2154.1,1842.6,1949.6,300.6,1657.3,1765.6,1531.2,1798.2,2100.5,1694.5,1809.3,306.7,1786.5,1969.5,2139.2,2135.2,2140.1,1847.6,1828.9,317.1,1842.7,1978.4,2122.2,2174.2,2206.8,1930.9,1929.0,4000
0 days 15:03:00,305.9,2043.1,2171.3,1948.3,2121.8,1820.3,1936.8,2269.3,306.9,2073.9,2006.0,1972.0,2205.6,1968.8,1986.9,2324.7,300.8,1973.3,2128.7,2332.6,2234.9,2188.5,2058.0,2125.6,313.2,2120.2,2211.5,2187.3,2212.8,2109.1,1954.1,2169.6,309.6,1745.3,1923.4,1823.3,2118.2,1755.7,1940.5,1995.6,314.6,1777.3,1965.9,2119.3,2008.7,1840.8,1955.3,1958.0,304.1,1686.8,1534.0,1705.7,1964.0,1862.4,1910.4,1769.5,305.0,1569.7,1513.7,1631.7,2011.3,2102.7,1961.2,1817.0,301.5,1942.3,1825.6,2004.3,1890.9,1991.2,1905.0,2020.6,306.9,1809.7,1695.0,2133.6,1814.0,2115.8,2029.2,1852.8,306.7,1973.1,2054.7,2187.6,2214.7,2160.9,1985.0,2077.4,306.5,2193.7,2079.2,2251.0,2082.3,2090.9,1975.0,2134.1,307.9,1945.1,1766.3,2124.6,1996.3,2008.2,1912.1,1729.8,312.4,1953.6,1796.8,2085.4,2327.8,2000.7,2009.3,1995.2,2019.9,1618.7,2012.8,1745.9,2039.5,1650.0,1993.3,1638.9,,,,,,,,,,,,,,,,,306.8,2098.4,1861.7,2259.5,2119.5,1837.6,1993.6,2161.8,312.0,1908.0,1934.8,2194.3,2191.9,1801.3,2085.2,2233.4,,,,,,,,,,,,,,,,,314.8,1839.9,2014.9,625.5,1792.5,2148.5,1845.3,1949.4,300.6,1647.2,1765.0,1525.7,1797.8,2093.0,1697.4,1806.3,306.7,1794.4,1969.0,2127.1,2126.1,2146.9,1858.2,1829.0,317.0,1846.2,1987.0,2132.2,2179.2,2209.9,1921.0,1942.9,4000
0 days 15:04:00,305.9,2034.6,2163.1,1946.7,2121.9,1810.1,1957.7,2273.0,306.9,2068.2,2003.0,1966.0,2192.6,1964.6,1990.2,2319.7,300.6,1966.0,2132.7,2346.4,2237.0,2195.8,2052.8,2126.0,313.0,2108.5,2215.5,2189.6,2205.7,2104.4,1959.1,2168.6,309.5,1747.1,1921.6,1821.2,2117.2,1760.8,1942.2,1985.3,314.1,1772.8,1964.2,2120.1,2008.4,1838.7,1952.7,1956.9,304.1,1709.5,1536.7,1702.8,1956.2,1851.2,1905.6,1766.1,304.9,1569.2,1528.2,1633.1,2012.5,2102.1,1951.6,1815.4,301.6,1943.0,1818.9,1999.6,1903.7,2001.3,1915.6,2028.5,306.9,1802.1,1694.7,2138.0,1826.7,2122.7,2015.9,1852.5,306.7,1972.3,2047.0,2187.2,2215.6,2160.2,1985.7,2083.3,306.5,2189.8,2077.6,2260.4,2084.2,2087.4,1973.5,2133.1,307.9,1943.8,1763.4,2126.7,1997.9,2005.7,1913.2,1729.3,312.4,1958.3,1794.4,2084.4,2331.4,1993.9,2008.1,1989.2,2015.3,1621.2,2009.2,1745.6,2039.0,1653.6,1995.4,1637.1,,,,,,,,,,,,,,,,,306.8,2100.6,1863.4,2261.9,2118.6,1824.6,1994.4,2151.7,312.1,1897.2,1938.5,2190.0,2185.7,1805.5,2079.0,2223.5,,,,,,,,,,,,,,,,,315.0,1833.9,2012.0,625.1,1797.1,2160.7,1849.1,1949.8,300.8,1643.2,1763.0,1525.2,1795.4,2089.6,1698.6,1810.4,306.8,1790.8,1966.8,2116.8,2119.2,2150.5,1858.2,1836.8,317.1,1832.8,1996.1,2133.7,2173.4,2222.1,1930.6,1949.2,4000
0 days 15:05:00,305.9,2033.6,2163.6,1944.1,2123.3,1800.6,1959.8,2271.1,307.0,2061.9,2006.5,1973.5,2199.8,1954.4,1992.5,2324.5,300.9,1973.1,2129.8,2356.9,2236.3,2185.6,2057.1,2123.1,313.3,2116.4,2214.2,2197.2,2219.7,2107.5,1968.4,2167.8,309.7,1738.7,1926.0,1828.8,2113.8,1765.3,1946.6,1980.3,314.6,1768.1,1968.3,2124.2,2010.2,1846.1,1953.3,1959.8,304.0,1708.0,1540.5,1699.1,1959.3,1844.4,1902.5,1766.2,304.9,1574.5,1538.7,1631.3,2016.5,2089.0,1948.3,1812.7,301.8,1946.7,1808.3,1995.2,1900.7,2009.3,1919.7,2032.2,307.3,1806.4,1701.1,2125.8,1824.9,2127.1,2017.2,1855.6,306.6,1977.9,2046.0,2195.9,2215.7,2152.0,1980.2,2084.1,306.0,2188.2,2079.0,2269.2,2086.8,2082.1,1974.2,2129.7,307.8,1939.4,1770.9,2126.5,2000.2,2007.0,1913.6,1727.3,312.1,1957.8,1793.3,2083.1,2329.8,2001.7,2019.3,1991.7,2014.6,1625.4,1999.7,1746.0,2034.7,1662.2,2005.8,1639.9,,,,,,,,,,,,,,,,,306.7,2101.9,1862.8,2256.7,2119.3,1816.7,1991.9,2141.6,311.8,1896.7,1934.2,2188.4,2183.9,1806.7,2076.6,2225.7,,,,,,,,,,,,,,,,,314.9,1841.0,2011.9,625.5,1798.4,2158.4,1847.5,1948.1,300.6,1645.9,1773.9,1524.5,1798.7,2087.1,1691.1,1816.4,306.5,1804.5,1959.0,2113.1,2118.5,2151.7,1860.0,1828.9,317.0,1830.5,2004.0,2137.5,2174.1,2215.0,1933.2,1941.7,4000
0 days 15:06:00,306.0,2030.4,2148.1,1941.5,2119.5,1796.2,1967.4,2281.9,306.7,2062.1,2012.3,1977.7,2201.4,1956.9,1982.6,2339.6,300.6,1976.8,2132.3,2354.8,2230.4,2199.3,2061.7,2120.1,313.2,2114.4,2214.5,2194.5,2216.3,2098.9,1979.3,2168.9,309.7,1735.6,1923.3,1810.7,2106.3,1763.6,1948.5,1996.4,314.3,1777.0,1960.9,2119.5,2003.8,1843.8,1958.5,1959.6,304.0,1703.4,1541.7,1694.4,1963.3,1848.7,1898.0,1766.9,304.8,1569.3,1547.8,1634.7,2016.4,2084.8,1954.2,1814.5,301.6,1942.7,1810.9,1994.9,1900.7,2009.8,1922.2,2027.6,307.1,1810.2,1705.7,2128.0,1822.2,2123.1,2014.7,1855.5,306.6,1972.6,2048.4,2198.8,2214.5,2152.1,1977.0,2093.9,306.6,2164.8,2077.1,2276.0,2088.7,2073.7,1976.0,2128.4,307.9,1937.1,1773.4,2123.3,1990.3,2006.8,1912.9,1727.6,312.3,1952.2,1798.1,2096.7,2326.9,1992.8,2028.8,1994.1,2014.7,1616.2,2001.8,1747.3,2038.7,1658.3,2003.8,1638.2,,,,,,,,,,,,,,,,,306.4,2102.3,1863.8,2255.3,2120.1,1825.8,1990.9,2154.1,312.2,1904.8,1936.7,2188.9,2185.6,1813.0,2072.5,2220.4,,,,,,,,,,,,,,,,,315.1,1839.8,2020.3,625.4,1795.9,2155.2,1846.0,1951.2,300.5,1648.0,1770.4,1521.5,1804.4,2097.3,1694.9,1817.8,306.6,1812.5,1964.0,2119.2,2118.1,2152.5,1858.1,1827.7,316.7,1830.0,2003.7,2139.5,2176.2,2208.6,1927.2,1932.4,4000
